license_id,brand_name,ingredient,drugbank_id,potential_indication,source
EMEA/H/C/000626,Neupro,ROTIGOTINE,DB05271,hemiparkinsonism-hemiatrophy syndrome,TxGNN Knowledge Graph
EMEA/H/C/000626,Neupro,ROTIGOTINE,DB05271,atypical juvenile parkinsonism,TxGNN Knowledge Graph
EMEA/H/C/000626,Neupro,ROTIGOTINE,DB05271,parkinsonian-pyramidal syndrome,TxGNN Knowledge Graph
EMEA/H/C/002790,Ongentys,OPICAPONE,DB11632,X-linked parkinsonism-spasticity syndrome,TxGNN Knowledge Graph
EMEA/H/C/002790,Ongentys,OPICAPONE,DB11632,hereditary late onset Parkinson disease,TxGNN Knowledge Graph
EMEA/H/C/002790,Ongentys,OPICAPONE,DB11632,early-onset parkinsonism-intellectual disability syndrome,TxGNN Knowledge Graph
EMEA/H/C/002790,Ongentys,OPICAPONE,DB11632,juvenile onset Parkinson disease 19A,TxGNN Knowledge Graph
EMEA/H/C/002790,Ongentys,OPICAPONE,DB11632,hemiparkinsonism-hemiatrophy syndrome,TxGNN Knowledge Graph
EMEA/H/C/002790,Ongentys,OPICAPONE,DB11632,atypical juvenile parkinsonism,TxGNN Knowledge Graph
EMEA/H/C/002790,Ongentys,OPICAPONE,DB11632,parkinsonian-pyramidal syndrome,TxGNN Knowledge Graph
EMEA/H/C/000741,Vectibix,PANITUMUMAB,DB01269,metastatic malignant neoplasm in the colon,TxGNN Knowledge Graph
EMEA/H/C/004781,Elebrato Ellipta,FLUTICASONE FUROATE,DB08906,allergic rhinitis,TxGNN Knowledge Graph
EMEA/H/C/004781,Elebrato Ellipta,FLUTICASONE FUROATE,DB08906,vasomotor rhinitis,TxGNN Knowledge Graph
EMEA/H/C/005005,Posaconazole Accord,POSACONAZOLE,DB01263,oral candidiasis,TxGNN Knowledge Graph
EMEA/H/C/005005,Posaconazole Accord,POSACONAZOLE,DB01263,candidiasis,TxGNN Knowledge Graph
EMEA/H/C/003906,Ketoconazole Esteve (previously Ketoconazole HRA),KETOCONAZOLE,DB01026,sporotrichosis,TxGNN Knowledge Graph
EMEA/H/C/003906,Ketoconazole Esteve (previously Ketoconazole HRA),KETOCONAZOLE,DB01026,aspergillosis,TxGNN Knowledge Graph
EMEA/H/C/003906,Ketoconazole Esteve (previously Ketoconazole HRA),KETOCONAZOLE,DB01026,oral candidiasis,TxGNN Knowledge Graph
EMEA/H/C/003906,Ketoconazole Esteve (previously Ketoconazole HRA),KETOCONAZOLE,DB01026,candidiasis,TxGNN Knowledge Graph
EMEA/H/C/003906,Ketoconazole Esteve (previously Ketoconazole HRA),KETOCONAZOLE,DB01026,paracoccidioidomycosis,TxGNN Knowledge Graph
EMEA/H/C/003906,Ketoconazole Esteve (previously Ketoconazole HRA),KETOCONAZOLE,DB01026,pityriasis simplex,TxGNN Knowledge Graph
EMEA/H/C/003906,Ketoconazole Esteve (previously Ketoconazole HRA),KETOCONAZOLE,DB01026,Cushing syndrome,TxGNN Knowledge Graph
EMEA/H/C/003906,Ketoconazole Esteve (previously Ketoconazole HRA),KETOCONAZOLE,DB01026,seborrheic keratosis,TxGNN Knowledge Graph
EMEA/H/C/003906,Ketoconazole Esteve (previously Ketoconazole HRA),KETOCONAZOLE,DB01026,disseminated candidiasis,TxGNN Knowledge Graph
EMEA/H/C/003906,Ketoconazole Esteve (previously Ketoconazole HRA),KETOCONAZOLE,DB01026,chromomycosis,TxGNN Knowledge Graph
EMEA/H/C/003906,Ketoconazole Esteve (previously Ketoconazole HRA),KETOCONAZOLE,DB01026,tinea corporis,TxGNN Knowledge Graph
EMEA/H/C/003906,Ketoconazole Esteve (previously Ketoconazole HRA),KETOCONAZOLE,DB01026,dermatophytosis of groin and perianal area,TxGNN Knowledge Graph
EMEA/H/C/003906,Ketoconazole Esteve (previously Ketoconazole HRA),KETOCONAZOLE,DB01026,white piedra,TxGNN Knowledge Graph
EMEA/H/C/003906,Ketoconazole Esteve (previously Ketoconazole HRA),KETOCONAZOLE,DB01026,pityriasis versicolor,TxGNN Knowledge Graph
EMEA/H/C/003906,Ketoconazole Esteve (previously Ketoconazole HRA),KETOCONAZOLE,DB01026,cutaneous candidiasis,TxGNN Knowledge Graph
EMEA/H/C/003906,Ketoconazole Esteve (previously Ketoconazole HRA),KETOCONAZOLE,DB01026,histoplasmosis,TxGNN Knowledge Graph
EMEA/H/C/003906,Ketoconazole Esteve (previously Ketoconazole HRA),KETOCONAZOLE,DB01026,adrenal gland hyperfunction,TxGNN Knowledge Graph
EMEA/H/C/003906,Ketoconazole Esteve (previously Ketoconazole HRA),KETOCONAZOLE,DB01026,black piedra,TxGNN Knowledge Graph
EMEA/H/C/003906,Ketoconazole Esteve (previously Ketoconazole HRA),KETOCONAZOLE,DB01026,tinea pedis,TxGNN Knowledge Graph
EMEA/H/C/003906,Ketoconazole Esteve (previously Ketoconazole HRA),KETOCONAZOLE,DB01026,tinea infection,TxGNN Knowledge Graph
EMEA/H/C/003906,Ketoconazole Esteve (previously Ketoconazole HRA),KETOCONAZOLE,DB01026,blastomycosis,TxGNN Knowledge Graph
EMEA/H/C/003906,Ketoconazole Esteve (previously Ketoconazole HRA),KETOCONAZOLE,DB01026,seborrheic dermatitis,TxGNN Knowledge Graph
EMEA/H/C/003906,Ketoconazole Esteve (previously Ketoconazole HRA),KETOCONAZOLE,DB01026,coccidioidomycosis,TxGNN Knowledge Graph
EMEA/H/C/002552,Deltyba,DELAMANID,DB11637,multidrug-resistant tuberculosis,TxGNN Knowledge Graph
EMEA/H/C/004996,Clopidogrel / Acetylsalicylic acid Viatris (previously Clopidogrel / Acetylsalicylic acid Mylan),ACETYLSALICYLIC ACID,DB00945,osteoarthritis susceptibility,TxGNN Knowledge Graph
EMEA/H/C/004996,Clopidogrel / Acetylsalicylic acid Viatris (previously Clopidogrel / Acetylsalicylic acid Mylan),ACETYLSALICYLIC ACID,DB00945,coronary thrombosis,TxGNN Knowledge Graph
EMEA/H/C/004996,Clopidogrel / Acetylsalicylic acid Viatris (previously Clopidogrel / Acetylsalicylic acid Mylan),ACETYLSALICYLIC ACID,DB00945,headache disorder,TxGNN Knowledge Graph
EMEA/H/C/004996,Clopidogrel / Acetylsalicylic acid Viatris (previously Clopidogrel / Acetylsalicylic acid Mylan),ACETYLSALICYLIC ACID,DB00945,nasopharyngitis,TxGNN Knowledge Graph
EMEA/H/C/004996,Clopidogrel / Acetylsalicylic acid Viatris (previously Clopidogrel / Acetylsalicylic acid Mylan),ACETYLSALICYLIC ACID,DB00945,migraine disorder,TxGNN Knowledge Graph
EMEA/H/C/004996,Clopidogrel / Acetylsalicylic acid Viatris (previously Clopidogrel / Acetylsalicylic acid Mylan),ACETYLSALICYLIC ACID,DB00945,osteoarthritis,TxGNN Knowledge Graph
EMEA/H/C/004996,Clopidogrel / Acetylsalicylic acid Viatris (previously Clopidogrel / Acetylsalicylic acid Mylan),ACETYLSALICYLIC ACID,DB00945,rheumatoid arthritis,TxGNN Knowledge Graph
EMEA/H/C/004996,Clopidogrel / Acetylsalicylic acid Viatris (previously Clopidogrel / Acetylsalicylic acid Mylan),ACETYLSALICYLIC ACID,DB00945,common cold,TxGNN Knowledge Graph
EMEA/H/C/004996,Clopidogrel / Acetylsalicylic acid Viatris (previously Clopidogrel / Acetylsalicylic acid Mylan),ACETYLSALICYLIC ACID,DB00945,myocardial infarction,TxGNN Knowledge Graph
EMEA/H/C/004996,Clopidogrel / Acetylsalicylic acid Viatris (previously Clopidogrel / Acetylsalicylic acid Mylan),ACETYLSALICYLIC ACID,DB00945,"migraine with or without aura, susceptibility to",TxGNN Knowledge Graph
EMEA/H/C/004996,Clopidogrel / Acetylsalicylic acid Viatris (previously Clopidogrel / Acetylsalicylic acid Mylan),ACETYLSALICYLIC ACID,DB00945,myocardial infarction (disease),TxGNN Knowledge Graph
EMEA/H/C/004996,Clopidogrel / Acetylsalicylic acid Viatris (previously Clopidogrel / Acetylsalicylic acid Mylan),ACETYLSALICYLIC ACID,DB00945,arthropathy,TxGNN Knowledge Graph
EMEA/H/C/004996,Clopidogrel / Acetylsalicylic acid Viatris (previously Clopidogrel / Acetylsalicylic acid Mylan),ACETYLSALICYLIC ACID,DB00945,hemoglobinopathy,TxGNN Knowledge Graph
EMEA/H/C/004104,Eptifibatide Accord,EPTIFIBATIDE,DB00063,acute coronary syndrome,TxGNN Knowledge Graph
EMEA/H/C/004142,Alprolix,EFTRENONACOG ALFA,DB11608,hemophilia,TxGNN Knowledge Graph
EMEA/H/C/004142,Alprolix,EFTRENONACOG ALFA,DB11608,symptomatic form of hemophilia in female carriers,TxGNN Knowledge Graph
EMEA/H/C/004248,Alunbrig,BRIGATINIB,DB12267,non-small cell lung carcinoma (disease),TxGNN Knowledge Graph
EMEA/H/C/003964,Elocta,EFMOROCTOCOG ALFA,DB11607,hemophilia,TxGNN Knowledge Graph
EMEA/H/C/003964,Elocta,EFMOROCTOCOG ALFA,DB11607,symptomatic form of hemophilia in female carriers,TxGNN Knowledge Graph
EMEA/H/C/001241,Brilique,TICAGRELOR,DB08816,peripheral vascular disease,TxGNN Knowledge Graph
EMEA/H/C/001241,Brilique,TICAGRELOR,DB08816,intermittent vascular claudication,TxGNN Knowledge Graph
EMEA/H/C/001241,Brilique,TICAGRELOR,DB08816,acute coronary syndrome,TxGNN Knowledge Graph
EMEA/H/C/001241,Brilique,TICAGRELOR,DB08816,peripheral arterial disease,TxGNN Knowledge Graph
EMEA/H/C/000660,Inovelon,RUFINAMIDE,DB06201,cutis verticis gyrata,TxGNN Knowledge Graph
EMEA/H/C/000915,Valdoxan,AGOMELATINE,DB06594,anxiety disorder,TxGNN Knowledge Graph
EMEA/H/C/000915,Valdoxan,AGOMELATINE,DB06594,endogenous depression,TxGNN Knowledge Graph
EMEA/H/C/000915,Valdoxan,AGOMELATINE,DB06594,unipolar depression,TxGNN Knowledge Graph
EMEA/H/C/003912,Cinqaero,RESLIZUMAB,DB06602,pulmonary eosinophilia,TxGNN Knowledge Graph
EMEA/H/C/003912,Cinqaero,RESLIZUMAB,DB06602,eosinophilic pneumonia,TxGNN Knowledge Graph
EMEA/H/C/000655,Competact,PIOGLITAZONE,DB01132,diabetes mellitus (disease),TxGNN Knowledge Graph
EMEA/H/C/002789,Quinsair,LEVOFLOXACIN,DB01137,anthrax infection,TxGNN Knowledge Graph
EMEA/H/C/002789,Quinsair,LEVOFLOXACIN,DB01137,acute contagious conjunctivitis,TxGNN Knowledge Graph
EMEA/H/C/002789,Quinsair,LEVOFLOXACIN,DB01137,Mycoplasma pneumoniae pneumonia,TxGNN Knowledge Graph
EMEA/H/C/002789,Quinsair,LEVOFLOXACIN,DB01137,streptococcal pneumonia,TxGNN Knowledge Graph
EMEA/H/C/002789,Quinsair,LEVOFLOXACIN,DB01137,conjunctivitis,TxGNN Knowledge Graph
EMEA/H/C/002789,Quinsair,LEVOFLOXACIN,DB01137,pyelonephritis,TxGNN Knowledge Graph
EMEA/H/C/002789,Quinsair,LEVOFLOXACIN,DB01137,bacterial pneumonia,TxGNN Knowledge Graph
EMEA/H/C/002789,Quinsair,LEVOFLOXACIN,DB01137,maxillary sinusitis,TxGNN Knowledge Graph
EMEA/H/C/002789,Quinsair,LEVOFLOXACIN,DB01137,streptococcal infection,TxGNN Knowledge Graph
EMEA/H/C/002789,Quinsair,LEVOFLOXACIN,DB01137,pneumonia caused by chlamydia,TxGNN Knowledge Graph
EMEA/H/C/002789,Quinsair,LEVOFLOXACIN,DB01137,staphylococcal pneumonia,TxGNN Knowledge Graph
EMEA/H/C/002789,Quinsair,LEVOFLOXACIN,DB01137,staphylococcal infection,TxGNN Knowledge Graph
EMEA/H/C/002789,Quinsair,LEVOFLOXACIN,DB01137,staphylococcus aureus infection,TxGNN Knowledge Graph
EMEA/H/C/003957,Rasagiline ratiopharm,RASAGILINE,DB01367,X-linked parkinsonism-spasticity syndrome,TxGNN Knowledge Graph
EMEA/H/C/003957,Rasagiline ratiopharm,RASAGILINE,DB01367,hereditary late onset Parkinson disease,TxGNN Knowledge Graph
EMEA/H/C/003957,Rasagiline ratiopharm,RASAGILINE,DB01367,early-onset parkinsonism-intellectual disability syndrome,TxGNN Knowledge Graph
EMEA/H/C/003957,Rasagiline ratiopharm,RASAGILINE,DB01367,juvenile onset Parkinson disease 19A,TxGNN Knowledge Graph
EMEA/H/C/003957,Rasagiline ratiopharm,RASAGILINE,DB01367,hemiparkinsonism-hemiatrophy syndrome,TxGNN Knowledge Graph
EMEA/H/C/003957,Rasagiline ratiopharm,RASAGILINE,DB01367,atypical juvenile parkinsonism,TxGNN Knowledge Graph
EMEA/H/C/003957,Rasagiline ratiopharm,RASAGILINE,DB01367,parkinsonian-pyramidal syndrome,TxGNN Knowledge Graph
EMEA/H/C/000532,Kentera (previously Oxybutynin Nicobrand),OXYBUTYNIN,DB01062,cauda equina syndrome,TxGNN Knowledge Graph
EMEA/H/C/000532,Kentera (previously Oxybutynin Nicobrand),OXYBUTYNIN,DB01062,overactive bladder (disease),TxGNN Knowledge Graph
EMEA/H/C/000532,Kentera (previously Oxybutynin Nicobrand),OXYBUTYNIN,DB01062,obsolete neurogenic bladder (disease),TxGNN Knowledge Graph
EMEA/H/C/004833,Ajovy,FREMANEZUMAB,DB14041,migraine disorder,TxGNN Knowledge Graph
EMEA/H/C/003841,Rxulti,BREXPIPRAZOLE,DB09128,anxiety disorder,TxGNN Knowledge Graph
EMEA/H/C/003841,Rxulti,BREXPIPRAZOLE,DB09128,endogenous depression,TxGNN Knowledge Graph
EMEA/H/C/003841,Rxulti,BREXPIPRAZOLE,DB09128,major depressive disorder,TxGNN Knowledge Graph
EMEA/H/C/003841,Rxulti,BREXPIPRAZOLE,DB09128,unipolar depression,TxGNN Knowledge Graph
EMEA/H/C/000504,Litak,CLADRIBINE,DB00242,relapsing-remitting multiple sclerosis,TxGNN Knowledge Graph
EMEA/H/C/005381,Copiktra,DUVELISIB,DB11952,acute lymphoblastic/lymphocytic leukemia,TxGNN Knowledge Graph
EMEA/H/C/005381,Copiktra,DUVELISIB,DB11952,Richter syndrome,TxGNN Knowledge Graph
EMEA/H/C/005381,Copiktra,DUVELISIB,DB11952,neoplasm of mature B-cells,TxGNN Knowledge Graph
EMEA/H/C/005382,Lydisilka,DROSPIRENONE,DB01395,acne (disease),TxGNN Knowledge Graph
EMEA/H/C/005382,Lydisilka,DROSPIRENONE,DB01395,obsolete atrophic vulva,TxGNN Knowledge Graph
EMEA/H/C/005382,Lydisilka,DROSPIRENONE,DB01395,postmenopausal atrophic vaginitis,TxGNN Knowledge Graph
EMEA/H/C/000690,Nexavar,SORAFENIB,DB00398,liver cancer,TxGNN Knowledge Graph
EMEA/H/C/006139,Eurneffy,EPINEPHRINE,DB00668,open-angle glaucoma,TxGNN Knowledge Graph
EMEA/H/C/006139,Eurneffy,EPINEPHRINE,DB00668,bronchitis,TxGNN Knowledge Graph
EMEA/H/C/006139,Eurneffy,EPINEPHRINE,DB00668,bronchiectasis,TxGNN Knowledge Graph
EMEA/H/C/006139,Eurneffy,EPINEPHRINE,DB00668,hypotensive disorder,TxGNN Knowledge Graph
EMEA/H/C/006139,Eurneffy,EPINEPHRINE,DB00668,idiopathic bronchiectasis,TxGNN Knowledge Graph
EMEA/H/C/006139,Eurneffy,EPINEPHRINE,DB00668,anaphylaxis,TxGNN Knowledge Graph
EMEA/H/C/006139,Eurneffy,EPINEPHRINE,DB00668,pulmonary emphysema,TxGNN Knowledge Graph
EMEA/H/C/006139,Eurneffy,EPINEPHRINE,DB00668,asthma,TxGNN Knowledge Graph
EMEA/H/C/002389,Kadcyla,TRASTUZUMAB EMTANSINE,DB05773,HER2 positive breast carcinoma,TxGNN Knowledge Graph
EMEA/H/C/004651,Buvidal,BUPRENORPHINE,DB00921,morphine dependence,TxGNN Knowledge Graph
EMEA/H/C/004651,Buvidal,BUPRENORPHINE,DB00921,substance abuse/dependence,TxGNN Knowledge Graph
EMEA/H/C/004651,Buvidal,BUPRENORPHINE,DB00921,opiate dependence,TxGNN Knowledge Graph
EMEA/H/C/002157,Skilarence,DIMETHYL FUMARATE,DB08908,relapsing-remitting multiple sclerosis,TxGNN Knowledge Graph
EMEA/H/C/000314,Neoclarityn,DESLORATADINE,DB00967,pharyngitis,TxGNN Knowledge Graph
EMEA/H/C/000314,Neoclarityn,DESLORATADINE,DB00967,nasopharyngitis,TxGNN Knowledge Graph
EMEA/H/C/000314,Neoclarityn,DESLORATADINE,DB00967,vernal conjunctivitis,TxGNN Knowledge Graph
EMEA/H/C/000314,Neoclarityn,DESLORATADINE,DB00967,atopic conjunctivitis,TxGNN Knowledge Graph
EMEA/H/C/000314,Neoclarityn,DESLORATADINE,DB00967,common cold,TxGNN Knowledge Graph
EMEA/H/C/000314,Neoclarityn,DESLORATADINE,DB00967,papillary conjunctivitis,TxGNN Knowledge Graph
EMEA/H/C/000618,Tarceva,ERLOTINIB,DB00530,pancreatic adenocarcinoma,TxGNN Knowledge Graph
EMEA/H/C/000618,Tarceva,ERLOTINIB,DB00530,non-small cell lung carcinoma (disease),TxGNN Knowledge Graph
EMEA/H/C/000232,ReFacto AF,MOROCTOCOG ALFA,DB13999,hemophilia,TxGNN Knowledge Graph
EMEA/H/C/000232,ReFacto AF,MOROCTOCOG ALFA,DB13999,symptomatic form of hemophilia in female carriers,TxGNN Knowledge Graph
EMEA/H/C/000183,Viramune,NEVIRAPINE,DB00238,AIDS,TxGNN Knowledge Graph
EMEA/H/C/000954,Modigraf,TACROLIMUS,DB00864,"dermatitis, atopic",TxGNN Knowledge Graph
EMEA/H/C/000799,Torisel,TEMSIROLIMUS,DB06287,lymphosarcoma,TxGNN Knowledge Graph
EMEA/H/C/000799,Torisel,TEMSIROLIMUS,DB06287,B-cell neoplasm,TxGNN Knowledge Graph
EMEA/H/C/004433,Fasenra,BENRALIZUMAB,DB12023,pulmonary eosinophilia,TxGNN Knowledge Graph
EMEA/H/C/004433,Fasenra,BENRALIZUMAB,DB12023,eosinophilic pneumonia,TxGNN Knowledge Graph
EMEA/H/C/000409,Somavert,PEGVISOMANT,DB00082,hyperpituitarism,TxGNN Knowledge Graph
EMEA/H/C/001213,Zoely,ESTRADIOL,DB00783,osteoporosis,TxGNN Knowledge Graph
EMEA/H/C/001213,Zoely,ESTRADIOL,DB00783,obsolete atrophic vulva,TxGNN Knowledge Graph
EMEA/H/C/001213,Zoely,ESTRADIOL,DB00783,postmenopausal osteoporosis,TxGNN Knowledge Graph
EMEA/H/C/001213,Zoely,ESTRADIOL,DB00783,acne (disease),TxGNN Knowledge Graph
EMEA/H/C/001213,Zoely,ESTRADIOL,DB00783,postmenopausal atrophic vaginitis,TxGNN Knowledge Graph
EMEA/H/C/001213,Zoely,ESTRADIOL,DB00783,primary ovarian failure,TxGNN Knowledge Graph
EMEA/H/C/005695,Opfolda,MIGLUSTAT,DB00419,Niemann-Pick disease,TxGNN Knowledge Graph
EMEA/H/C/005695,Opfolda,MIGLUSTAT,DB00419,Gaucher disease,TxGNN Knowledge Graph
EMEA/H/C/001067,Repaglinide Teva,REPAGLINIDE,DB00912,diabetes mellitus (disease),TxGNN Knowledge Graph
EMEA/H/C/001067,Repaglinide Teva,REPAGLINIDE,DB00912,type 2 diabetes mellitus,TxGNN Knowledge Graph
EMEA/H/C/000557,Apidra,INSULIN GLULISINE,DB01309,diabetes mellitus (disease),TxGNN Knowledge Graph
EMEA/H/C/000557,Apidra,INSULIN GLULISINE,DB01309,diabetic ketoacidosis,TxGNN Knowledge Graph
EMEA/H/C/002693,Fortacin,LIDOCAINE,DB00281,urethritis (disease),TxGNN Knowledge Graph
EMEA/H/C/002693,Fortacin,LIDOCAINE,DB00281,Pediculus humanus capitis infestation,TxGNN Knowledge Graph
EMEA/H/C/002693,Fortacin,LIDOCAINE,DB00281,dermatitis,TxGNN Knowledge Graph
EMEA/H/C/002693,Fortacin,LIDOCAINE,DB00281,Pthirus pubis infestation,TxGNN Knowledge Graph
EMEA/H/C/002693,Fortacin,LIDOCAINE,DB00281,neuralgia,TxGNN Knowledge Graph
EMEA/H/C/002693,Fortacin,LIDOCAINE,DB00281,psychologic dyspareunia,TxGNN Knowledge Graph
EMEA/H/C/002693,Fortacin,LIDOCAINE,DB00281,Norwegian scabies,TxGNN Knowledge Graph
EMEA/H/C/002693,Fortacin,LIDOCAINE,DB00281,mite infestation,TxGNN Knowledge Graph
EMEA/H/C/002693,Fortacin,LIDOCAINE,DB00281,postherpetic neuralgia,TxGNN Knowledge Graph
EMEA/H/C/002693,Fortacin,LIDOCAINE,DB00281,hemorrhoid,TxGNN Knowledge Graph
EMEA/H/C/002693,Fortacin,LIDOCAINE,DB00281,scabies,TxGNN Knowledge Graph
EMEA/H/C/002693,Fortacin,PRILOCAINE,DB00750,psychologic dyspareunia,TxGNN Knowledge Graph
EMEA/H/C/002618,Nexium Control,ESOMEPRAZOLE,DB00736,gastrin secretion abnormality,TxGNN Knowledge Graph
EMEA/H/C/002618,Nexium Control,ESOMEPRAZOLE,DB00736,hyperinsulinism (disease),TxGNN Knowledge Graph
EMEA/H/C/002618,Nexium Control,ESOMEPRAZOLE,DB00736,Zollinger-Ellison syndrome,TxGNN Knowledge Graph
EMEA/H/C/002618,Nexium Control,ESOMEPRAZOLE,DB00736,peptic esophagitis,TxGNN Knowledge Graph
EMEA/H/C/002618,Nexium Control,ESOMEPRAZOLE,DB00736,peptic ulcer disease,TxGNN Knowledge Graph
EMEA/H/C/002618,Nexium Control,ESOMEPRAZOLE,DB00736,esophagitis (disease),TxGNN Knowledge Graph
EMEA/H/C/002293,Edarbi,AZILSARTAN MEDOXOMIL,DB08822,hypertensive disorder,TxGNN Knowledge Graph
EMEA/H/C/002578,Lojuxta,LOMITAPIDE,DB08827,homozygous familial hypercholesterolemia,TxGNN Knowledge Graph
EMEA/H/C/000475,Levitra,VARDENAFIL,DB00862,premature ejaculation (disease),TxGNN Knowledge Graph
EMEA/H/C/000475,Levitra,VARDENAFIL,DB00862,psychologic dyspareunia,TxGNN Knowledge Graph
EMEA/H/C/001243,Pravafenix,PRAVASTATIN,DB00175,hypertriglyceridemia (disease),TxGNN Knowledge Graph
EMEA/H/C/001243,Pravafenix,PRAVASTATIN,DB00175,obsolete familial combined hyperlipidemia,TxGNN Knowledge Graph
EMEA/H/C/001243,Pravafenix,PRAVASTATIN,DB00175,cerebrovascular disorder,TxGNN Knowledge Graph
EMEA/H/C/001243,Pravafenix,PRAVASTATIN,DB00175,arteriosclerosis disorder,TxGNN Knowledge Graph
EMEA/H/C/001243,Pravafenix,PRAVASTATIN,DB00175,obsolete susceptibility to ischemic stroke,TxGNN Knowledge Graph
EMEA/H/C/001243,Pravafenix,PRAVASTATIN,DB00175,atherosclerosis,TxGNN Knowledge Graph
EMEA/H/C/001243,Pravafenix,PRAVASTATIN,DB00175,cerebral infarction,TxGNN Knowledge Graph
EMEA/H/C/001243,Pravafenix,PRAVASTATIN,DB00175,stroke disorder,TxGNN Knowledge Graph
EMEA/H/C/001243,Pravafenix,PRAVASTATIN,DB00175,hyperlipoproteinemia,TxGNN Knowledge Graph
EMEA/H/C/001243,Pravafenix,PRAVASTATIN,DB00175,"hyperlipidemia, familial combined, LPL related",TxGNN Knowledge Graph
EMEA/H/C/003955,Idelvion,ALBUTREPENONACOG ALFA,DB13884,hemophilia,TxGNN Knowledge Graph
EMEA/H/C/003955,Idelvion,ALBUTREPENONACOG ALFA,DB13884,symptomatic form of hemophilia in female carriers,TxGNN Knowledge Graph
EMEA/H/C/002052,Signifor,PASIREOTIDE,DB06663,Cushing syndrome,TxGNN Knowledge Graph
EMEA/H/C/002052,Signifor,PASIREOTIDE,DB06663,adrenal gland hyperfunction,TxGNN Knowledge Graph
EMEA/H/C/000854,Alli (previously Orlistat GSK),ORLISTAT,DB01083,obesity disorder,TxGNN Knowledge Graph
EMEA/H/C/000854,Alli (previously Orlistat GSK),ORLISTAT,DB01083,monogenic obesity,TxGNN Knowledge Graph
EMEA/H/C/004883,Esperoct,TUROCTOCOG ALFA PEGOL,DB14738,hemophilia,TxGNN Knowledge Graph
EMEA/H/C/004883,Esperoct,TUROCTOCOG ALFA PEGOL,DB14738,symptomatic form of hemophilia in female carriers,TxGNN Knowledge Graph
EMEA/H/C/002647,Xultophy,LIRAGLUTIDE,DB06655,type 2 diabetes mellitus,TxGNN Knowledge Graph
EMEA/H/C/000325,Vaniqa,EFLORNITHINE,DB06243,trypanosomiasis,TxGNN Knowledge Graph
EMEA/H/C/000325,Vaniqa,EFLORNITHINE,DB06243,human African trypanosomiasis,TxGNN Knowledge Graph
EMEA/H/C/002780,Senshio,OSPEMIFENE,DB04938,psychologic dyspareunia,TxGNN Knowledge Graph
EMEA/H/C/000668,Ganfort,BIMATOPROST,DB00905,hypertrichosis (disease),TxGNN Knowledge Graph
EMEA/H/C/000668,Ganfort,BIMATOPROST,DB00905,hypertrichosis of eyelid,TxGNN Knowledge Graph
EMEA/H/C/002267,Buccolam,MIDAZOLAM,DB00683,anxiety,TxGNN Knowledge Graph
EMEA/H/C/003702,Omidria,KETOROLAC,DB00465,atopic conjunctivitis,TxGNN Knowledge Graph
EMEA/H/C/003702,Omidria,KETOROLAC,DB00465,vernal conjunctivitis,TxGNN Knowledge Graph
EMEA/H/C/003702,Omidria,KETOROLAC,DB00465,papillary conjunctivitis,TxGNN Knowledge Graph
EMEA/H/C/003702,Omidria,PHENYLEPHRINE,DB00388,pharyngitis,TxGNN Knowledge Graph
EMEA/H/C/003702,Omidria,PHENYLEPHRINE,DB00388,headache disorder,TxGNN Knowledge Graph
EMEA/H/C/003702,Omidria,PHENYLEPHRINE,DB00388,nasopharyngitis,TxGNN Knowledge Graph
EMEA/H/C/003702,Omidria,PHENYLEPHRINE,DB00388,vernal conjunctivitis,TxGNN Knowledge Graph
EMEA/H/C/003702,Omidria,PHENYLEPHRINE,DB00388,atopic conjunctivitis,TxGNN Knowledge Graph
EMEA/H/C/003702,Omidria,PHENYLEPHRINE,DB00388,common cold,TxGNN Knowledge Graph
EMEA/H/C/003702,Omidria,PHENYLEPHRINE,DB00388,papillary conjunctivitis,TxGNN Knowledge Graph
EMEA/H/C/003702,Omidria,PHENYLEPHRINE,DB00388,hemorrhoid,TxGNN Knowledge Graph
EMEA/H/C/003702,Omidria,PHENYLEPHRINE,DB00388,proctitis,TxGNN Knowledge Graph
EMEA/H/C/003702,Omidria,PHENYLEPHRINE,DB00388,rhinitis,TxGNN Knowledge Graph
EMEA/H/C/003702,Omidria,PHENYLEPHRINE,DB00388,allergic rhinitis,TxGNN Knowledge Graph
EMEA/H/C/003702,Omidria,PHENYLEPHRINE,DB00388,vasomotor rhinitis,TxGNN Knowledge Graph
EMEA/H/C/003789,Oncaspar,PEGASPARGASE,DB00059,precursor T-cell acute lymphoblastic leukemia,TxGNN Knowledge Graph
EMEA/H/C/003789,Oncaspar,PEGASPARGASE,DB00059,acute lymphoblastic/lymphocytic leukemia,TxGNN Knowledge Graph
EMEA/H/C/003789,Oncaspar,PEGASPARGASE,DB00059,acute lymphoblastic leukemia (disease),TxGNN Knowledge Graph
EMEA/H/C/003789,Oncaspar,PEGASPARGASE,DB00059,"leukemia, lymphocytic, susceptibility to",TxGNN Knowledge Graph
EMEA/H/C/004243,Suliqua,LIXISENATIDE,DB09265,diabetes mellitus (disease),TxGNN Knowledge Graph
EMEA/H/C/003843,Zydelig,IDELALISIB,DB09054,acute lymphoblastic/lymphocytic leukemia,TxGNN Knowledge Graph
EMEA/H/C/003843,Zydelig,IDELALISIB,DB09054,Richter syndrome,TxGNN Knowledge Graph
EMEA/H/C/003843,Zydelig,IDELALISIB,DB09054,neoplasm of mature B-cells,TxGNN Knowledge Graph
